date,price,open,high,low,change
May 21 2017,6.790,6.813,6.813,6.768,-1.01
May 14 2017,6.859,6.847,6.862,6.808,-0.74
May 07 2017,6.910,6.930,6.944,6.910,-0.48
Apr 30 2017,6.943,6.987,6.992,6.938,-0.30
Apr 23 2017,6.964,6.942,6.964,6.926,0.59
Apr 16 2017,6.923,6.850,6.942,6.847,1.51
Apr 09 2017,6.820,6.868,6.868,6.762,-0.01
Apr 02 2017,6.821,6.610,6.824,6.610,1.90
Mar 26 2017,6.694,6.737,6.749,6.682,-2.01
Mar 19 2017,6.831,6.859,6.894,6.814,-0.41
Mar 12 2017,6.859,6.900,6.905,6.788,-0.64
Mar 05 2017,6.903,6.842,6.903,6.834,1.83
Feb 26 2017,6.779,6.886,6.931,6.779,-1.97
Feb 19 2017,6.915,6.849,6.942,6.849,0.93
Feb 12 2017,6.851,6.801,6.874,6.801,0.68
Feb 05 2017,6.805,6.405,6.857,6.405,6.16
Jan 29 2017,6.410,6.396,6.431,6.396,0.12
Jan 22 2017,6.402,6.437,6.452,6.402,-0.99
Jan 15 2017,6.466,6.439,6.478,6.419,0.76
Jan 08 2017,6.417,6.397,6.417,6.372,0.47
Jan 01 2017,6.387,6.454,6.454,6.344,-1.98
Dec 25 2016,6.516,6.571,6.591,6.505,-0.43
Dec 18 2016,6.544,6.496,6.544,6.463,0.58
Dec 11 2016,6.506,6.449,6.536,6.408,1.01
Dec 04 2016,6.441,6.209,6.441,6.183,3.20
Nov 27 2016,6.241,6.321,6.326,6.215,0.13
Nov 20 2016,6.233,6.370,6.370,6.185,-3.03
Nov 13 2016,6.428,6.640,6.640,6.419,-4.43
Nov 06 2016,6.726,6.835,6.835,6.637,-1.70
Oct 30 2016,6.842,6.886,6.916,6.809,-0.64
Oct 23 2016,6.886,6.832,6.906,6.832,0.53
Oct 16 2016,6.850,6.855,6.855,6.815,-0.06
Oct 09 2016,6.854,6.812,6.854,6.812,0.07
Oct 02 2016,6.849,6.913,6.913,6.798,-1.62
Sep 25 2016,6.962,6.933,7.015,6.918,-0.06
Sep 18 2016,6.966,7.051,7.065,6.960,-1.22
Sep 11 2016,7.052,7.085,7.085,7.052,-0.10
Sep 04 2016,7.059,7.096,7.097,7.042,-0.84
Aug 28 2016,7.119,7.142,7.142,7.101,-0.14
Aug 21 2016,7.129,7.159,7.161,7.120,0.38
Aug 14 2016,7.102,7.100,7.142,7.100,-0.01
Aug 07 2016,7.103,7.185,7.185,7.082,-0.91
Jul 31 2016,7.168,7.128,7.196,7.128,0.06
Jul 24 2016,7.164,7.237,7.253,7.164,-1.20
Jul 17 2016,7.251,7.286,7.294,7.242,-0.29
Jul 10 2016,7.272,7.385,7.385,7.272,-1.53
Jul 03 2016,7.385,7.425,7.426,7.373,-0.46
Jun 26 2016,7.419,7.460,7.460,7.419,-0.76
Jun 19 2016,7.476,7.525,7.525,7.475,-0.36
Jun 12 2016,7.503,7.498,7.538,7.498,0.15
Jun 05 2016,7.492,7.473,7.494,7.473,0.04
May 29 2016,7.489,7.460,7.489,7.460,0.24
May 22 2016,7.471,7.470,7.471,7.463,-0.11
May 15 2016,7.479,7.457,7.483,7.454,0.39
May 08 2016,7.450,7.423,7.450,7.423,0.20
May 01 2016,7.435,7.432,7.444,7.429,-0.03
Apr 24 2016,7.437,7.445,7.491,7.437,-0.25
Apr 17 2016,7.456,7.431,7.476,7.417,0.26
Apr 10 2016,7.437,7.447,7.447,7.404,-0.16
Apr 03 2016,7.449,7.440,7.468,7.414,-0.19
Mar 27 2016,7.463,7.507,7.514,7.460,-0.64
Mar 20 2016,7.511,7.491,7.516,7.491,-0.12
Mar 13 2016,7.520,7.615,7.615,7.519,-1.43
Mar 06 2016,7.629,7.626,7.658,7.626,-0.10
Feb 28 2016,7.637,7.662,7.662,7.605,-1.89
Feb 21 2016,7.784,7.769,7.865,7.769,0.58
Feb 14 2016,7.739,7.745,7.789,7.739,0.21
Feb 07 2016,7.723,7.716,7.741,7.710,-1.27
Jan 31 2016,7.822,7.780,7.862,7.780,0.50
Jan 24 2016,7.783,7.788,7.806,7.780,0.05
Jan 17 2016,7.779,7.794,7.812,7.744,-0.38
Jan 10 2016,7.809,7.753,7.809,7.751,0.88
Jan 03 2016,7.741,7.736,7.748,7.723,0.12
Dec 27 2015,7.732,7.732,7.765,7.732,-0.22
Dec 20 2015,7.749,7.747,7.785,7.747,0.27
Dec 13 2015,7.728,7.781,7.816,7.710,-0.58
Dec 06 2015,7.773,7.742,7.795,7.742,0.18
Nov 29 2015,7.759,7.775,7.786,7.704,-0.09
Nov 22 2015,7.766,7.711,7.766,7.702,0.90
Nov 15 2015,7.697,7.655,7.697,7.654,0.60
Nov 08 2015,7.651,7.725,7.727,7.651,-0.46
Nov 01 2015,7.686,7.634,7.686,7.625,0.59
Oct 25 2015,7.641,7.598,7.643,7.592,0.73
Oct 18 2015,7.586,7.564,7.586,7.564,0.28
Oct 11 2015,7.565,7.570,7.583,7.549,0.27
Oct 04 2015,7.545,7.514,7.545,7.514,-0.24
Sep 27 2015,7.563,7.709,7.727,7.536,-1.98
Sep 20 2015,7.716,7.706,7.718,7.703,0.23
Sep 13 2015,7.698,7.762,7.766,7.698,-0.95
Sep 06 2015,7.772,7.765,7.801,7.759,0.23
Aug 30 2015,7.754,7.778,7.787,7.744,-0.30
Aug 23 2015,7.777,7.826,7.893,7.765,-0.12
Aug 16 2015,7.786,7.740,7.786,7.719,0.53
Aug 09 2015,7.745,7.790,7.805,7.735,-0.82
Aug 02 2015,7.809,7.787,7.840,7.787,0.01
Jul 26 2015,7.808,7.828,7.831,7.802,-0.22
Jul 19 2015,7.825,7.824,7.843,7.800,-0.08
Jul 12 2015,7.831,7.880,7.886,7.827,0.32
Jul 05 2015,7.806,7.784,7.806,7.737,0.05
Jun 28 2015,7.802,7.892,7.892,7.793,-0.23
Jun 21 2015,7.820,7.706,7.855,7.706,1.43
Jun 14 2015,7.710,7.848,7.900,7.710,-2.29
Jun 07 2015,7.891,7.804,7.891,7.784,-1.15
May 31 2015,7.983,7.821,8.011,7.821,2.14
May 24 2015,7.816,7.865,7.892,7.816,-0.55
May 17 2015,7.859,7.904,7.904,7.858,-1.08
May 10 2015,7.945,7.924,7.983,7.889,-0.45
May 03 2015,7.981,7.852,7.995,7.852,1.54
Apr 26 2015,7.860,7.782,7.860,7.766,0.92
Apr 19 2015,7.788,7.785,7.795,7.753,-0.05
Apr 12 2015,7.792,7.805,7.805,7.775,-0.12
Apr 05 2015,7.801,7.718,7.801,7.718,0.84
Mar 29 2015,7.736,7.761,7.762,7.736,-0.53
Mar 22 2015,7.777,7.739,7.798,7.739,0.39
Mar 15 2015,7.747,7.792,7.806,7.747,-0.67
Mar 08 2015,7.799,7.724,7.799,7.722,1.18
Mar 01 2015,7.708,7.764,7.764,7.675,-0.26
Feb 22 2015,7.728,7.690,7.740,7.690,0.43
Feb 15 2015,7.695,7.703,7.710,7.689,-0.03
Feb 08 2015,7.697,7.719,7.745,7.694,-0.06
Feb 01 2015,7.702,7.679,7.726,7.652,0.12
Jan 25 2015,7.693,7.711,7.712,7.693,-0.16
Jan 18 2015,7.705,7.720,7.728,7.691,-0.01
Jan 11 2015,7.706,7.806,7.810,7.677,-1.78
Jan 04 2015,7.846,7.864,7.906,7.846,-0.36
Dec 28 2014,7.874,7.936,7.936,7.846,-1.34
Dec 21 2014,7.981,7.962,7.981,7.922,0.24
Dec 14 2014,7.962,7.799,7.989,7.799,1.67
Dec 07 2014,7.831,7.915,7.920,7.831,-1.36
Nov 30 2014,7.939,8.052,8.061,7.939,-1.83
Nov 23 2014,8.087,8.159,8.164,8.075,-1.03
Nov 16 2014,8.171,8.186,8.186,8.155,-0.61
Nov 09 2014,8.221,8.178,8.226,8.157,0.12
Nov 02 2014,8.211,8.242,8.262,8.193,-0.80
Oct 26 2014,8.277,8.335,8.335,8.265,-0.98
Oct 19 2014,8.359,8.368,8.372,8.338,-0.38
Oct 12 2014,8.391,8.444,8.444,8.354,-0.76
Oct 05 2014,8.455,8.450,8.473,8.408,-0.31
Sep 28 2014,8.481,8.465,8.516,8.465,0.45
Sep 21 2014,8.443,8.441,8.485,8.437,-0.18
Sep 14 2014,8.458,8.482,8.511,8.453,-0.55
Sep 07 2014,8.505,8.510,8.543,8.502,-0.22
Aug 31 2014,8.524,8.557,8.557,8.507,-0.48
Aug 24 2014,8.565,8.530,8.574,8.530,0.58
Aug 17 2014,8.516,8.529,8.535,8.483,-2.29
Aug 10 2014,8.716,8.818,8.845,8.716,-1.57
Aug 03 2014,8.855,8.745,8.879,8.744,1.14
Jul 27 2014,8.755,8.682,8.755,8.682,0.97
Jul 20 2014,8.671,8.730,8.730,8.638,-1.14
Jul 13 2014,8.771,8.786,8.786,8.725,0.00
Jul 06 2014,8.771,8.682,8.805,8.652,1.21
