date,nav
21-12-2018,40.86540
20-12-2018,40.86640
19-12-2018,40.94690
18-12-2018,40.66600
17-12-2018,40.37750
14-12-2018,40.40400
13-12-2018,40.47270
12-12-2018,40.45780
11-12-2018,40.17050
10-12-2018,40.08760
07-12-2018,40.21070
06-12-2018,40.25030
05-12-2018,40.20720
04-12-2018,40.02790
03-12-2018,39.98240
30-11-2018,39.97640
29-11-2018,39.96850
28-11-2018,39.93620
27-11-2018,39.86590
26-11-2018,39.86480
22-11-2018,39.84890
20-11-2018,39.77740
19-11-2018,39.77110
16-11-2018,39.73300
15-11-2018,39.76950
14-11-2018,39.77880
13-11-2018,39.74670
12-11-2018,39.70460
09-11-2018,39.71730
06-11-2018,39.66950
05-11-2018,39.65310
02-11-2018,39.65770
01-11-2018,39.60950
31-10-2018,39.57330
30-10-2018,39.58890
29-10-2018,39.60770
26-10-2018,39.52870
25-10-2018,39.53270
24-10-2018,39.52300
23-10-2018,39.50290
22-10-2018,39.47400
19-10-2018,39.45840
17-10-2018,39.45190
16-10-2018,39.46710
15-10-2018,39.43030
12-10-2018,39.37280
11-10-2018,39.36440
10-10-2018,39.33010
09-10-2018,39.29660
08-10-2018,39.34980
05-10-2018,39.29660
04-10-2018,39.19750
03-10-2018,39.22070
01-10-2018,39.29030
28-09-2018,39.25120
27-09-2018,39.23840
26-09-2018,39.19870
25-09-2018,39.15850
24-09-2018,39.15870
21-09-2018,39.16530
19-09-2018,39.15280
18-09-2018,39.10630
17-09-2018,39.12350
14-09-2018,39.08530
12-09-2018,39.06230
11-09-2018,39.04900
10-09-2018,39.07000
07-09-2018,39.15120
06-09-2018,39.11980
05-09-2018,39.12110
04-09-2018,39.10880
03-09-2018,39.15070
31-08-2018,39.16740
30-08-2018,39.17920
29-08-2018,39.19240
28-08-2018,39.19760
27-08-2018,39.19540
24-08-2018,39.18960
23-08-2018,39.18150
21-08-2018,39.20960
20-08-2018,39.18470
16-08-2018,39.12800
14-08-2018,39.17500
13-08-2018,39.16700
10-08-2018,39.22180
09-08-2018,39.22230
08-08-2018,39.16870
07-08-2018,39.14960
06-08-2018,39.16170
03-08-2018,39.14110
02-08-2018,39.18050
01-08-2018,39.18060
31-07-2018,39.09580
30-07-2018,39.08140
27-07-2018,39.06240
26-07-2018,39.05140
25-07-2018,39.03190
24-07-2018,39.02550
23-07-2018,39.00830
20-07-2018,39.01160
19-07-2018,39.00200
18-07-2018,39.01620
17-07-2018,39.02110
16-07-2018,38.94600
13-07-2018,38.93250
12-07-2018,38.94180
11-07-2018,38.84570
10-07-2018,38.81290
09-07-2018,38.81000
06-07-2018,38.80120
05-07-2018,38.77010
04-07-2018,38.79750
03-07-2018,38.77000
02-07-2018,38.74600
29-06-2018,38.73490
28-06-2018,38.70450
27-06-2018,38.77580
26-06-2018,38.80000
25-06-2018,38.80180
22-06-2018,38.79380
21-06-2018,38.82780
20-06-2018,38.75260
19-06-2018,38.71810
18-06-2018,38.68580
15-06-2018,38.65820
14-06-2018,38.59830
13-06-2018,38.62270
12-06-2018,38.54920
11-06-2018,38.54540
08-06-2018,38.54630
07-06-2018,38.48180
06-06-2018,38.58140
05-06-2018,38.67980
04-06-2018,38.60870
01-06-2018,38.63490
31-05-2018,38.65430
30-05-2018,38.72550
29-05-2018,38.74330
28-05-2018,38.76760
25-05-2018,38.65750
24-05-2018,38.51660
23-05-2018,38.55540
22-05-2018,38.60070
21-05-2018,38.59200
18-05-2018,38.55410
17-05-2018,38.48420
16-05-2018,38.43480
15-05-2018,38.42820
14-05-2018,38.53080
11-05-2018,38.64390
10-05-2018,38.65130
09-05-2018,38.65950
08-05-2018,38.84890
07-05-2018,38.76730
04-05-2018,38.62850
03-05-2018,38.63650
02-05-2018,38.63000
27-04-2018,38.57500
26-04-2018,38.55350
25-04-2018,38.57130
24-04-2018,38.65620
23-04-2018,38.58460
20-04-2018,38.61800
19-04-2018,38.66350
18-04-2018,38.75730
17-04-2018,38.79140
16-04-2018,38.80220
13-04-2018,38.82320
12-04-2018,38.80900
11-04-2018,38.77050
10-04-2018,38.91160
09-04-2018,39.08960
06-04-2018,39.13370
05-04-2018,39.22750
04-04-2018,38.92280
03-04-2018,38.83590
28-03-2018,38.67750
27-03-2018,38.75630
26-03-2018,38.12600
23-03-2018,38.21510
22-03-2018,38.20130
21-03-2018,38.15750
20-03-2018,38.10280
19-03-2018,38.09810
16-03-2018,38.14390
15-03-2018,38.02110
14-03-2018,37.93170
13-03-2018,37.93700
12-03-2018,37.96940
09-03-2018,37.89870
08-03-2018,37.90800
07-03-2018,37.86620
06-03-2018,37.74360
05-03-2018,37.73960
01-03-2018,37.75410
28-02-2018,37.77680
27-02-2018,37.82990
26-02-2018,37.78550
23-02-2018,37.78260
22-02-2018,37.66080
21-02-2018,37.71950
20-02-2018,37.77190
16-02-2018,37.89010
15-02-2018,37.89360
14-02-2018,38.00230
12-02-2018,37.97500
09-02-2018,37.95220
08-02-2018,38.01100
07-02-2018,37.87790
06-02-2018,37.80290
05-02-2018,37.75300
02-02-2018,37.77760
01-02-2018,37.75180
31-01-2018,37.99460
30-01-2018,37.99870
29-01-2018,37.99880
25-01-2018,38.15470
24-01-2018,38.17900
23-01-2018,38.22780
22-01-2018,38.13460
19-01-2018,38.10810
18-01-2018,38.11110
17-01-2018,38.19670
16-01-2018,37.97470
15-01-2018,38.17020
12-01-2018,38.15140
11-01-2018,38.15290
10-01-2018,38.15730
09-01-2018,38.27810
08-01-2018,38.31940
05-01-2018,38.36470
04-01-2018,38.20030
03-01-2018,38.22960
02-01-2018,38.15790
01-01-2018,38.22800
29-12-2017,38.19980
28-12-2017,38.08140
27-12-2017,38.43900
26-12-2017,38.35040
22-12-2017,38.36510
21-12-2017,38.43340
20-12-2017,38.46340
19-12-2017,38.53990
18-12-2017,38.51790
15-12-2017,38.57600
14-12-2017,38.56310
13-12-2017,38.48060
12-12-2017,38.48780
11-12-2017,38.52480
08-12-2017,38.61790
07-12-2017,38.67330
06-12-2017,38.69840
05-12-2017,38.64040
04-12-2017,38.58670
30-11-2017,38.61710
29-11-2017,38.66390
28-11-2017,38.64030
27-11-2017,38.60150
24-11-2017,38.65250
23-11-2017,38.62610
22-11-2017,38.63850
21-11-2017,38.78600
20-11-2017,38.81800
17-11-2017,38.53940
16-11-2017,38.51690
15-11-2017,38.59010
14-11-2017,38.54450
13-11-2017,38.64920
10-11-2017,38.67260
09-11-2017,38.70500
08-11-2017,38.67800
07-11-2017,38.69270
06-11-2017,38.74540
03-11-2017,38.80220
02-11-2017,38.77980
01-11-2017,38.70000
31-10-2017,38.75720
30-10-2017,38.67710
27-10-2017,38.79580
26-10-2017,38.80060
25-10-2017,38.75050
24-10-2017,38.80460
23-10-2017,38.76420
18-10-2017,38.81140
17-10-2017,38.79040
16-10-2017,38.83910
13-10-2017,38.82130
12-10-2017,38.74440
11-10-2017,38.76050
10-10-2017,38.75030
09-10-2017,38.68210
06-10-2017,38.70710
05-10-2017,38.75230
04-10-2017,38.82260
03-10-2017,38.93540
29-09-2017,38.87850
28-09-2017,38.90450
27-09-2017,38.85010
26-09-2017,38.85180
25-09-2017,38.93910
22-09-2017,38.84010
21-09-2017,38.83150
20-09-2017,39.01100
19-09-2017,38.97280
18-09-2017,38.95200
15-09-2017,38.96510
14-09-2017,38.99940
13-09-2017,39.00090
12-09-2017,39.04930
11-09-2017,39.05200
08-09-2017,39.06620
07-09-2017,39.10350
06-09-2017,39.11070
05-09-2017,39.09720
04-09-2017,39.09020
01-09-2017,39.10300
31-08-2017,38.99930
30-08-2017,38.97210
29-08-2017,38.97960
28-08-2017,38.90460
24-08-2017,38.93840
23-08-2017,38.93500
22-08-2017,38.92660
21-08-2017,38.96270
18-08-2017,38.96610
16-08-2017,38.90450
14-08-2017,38.93120
11-08-2017,38.93500
10-08-2017,38.95510
09-08-2017,39.03640
08-08-2017,39.05440
07-08-2017,39.05640
04-08-2017,39.08700
03-08-2017,39.09360
02-08-2017,38.94140
01-08-2017,38.97230
31-07-2017,38.91530
28-07-2017,38.93880
27-07-2017,38.98420
26-07-2017,38.97320
25-07-2017,38.99910
24-07-2017,39.05620
21-07-2017,38.99910
20-07-2017,38.90670
19-07-2017,38.90290
18-07-2017,38.85740
17-07-2017,38.83670
14-07-2017,38.80600
13-07-2017,38.85390
12-07-2017,38.82440
11-07-2017,38.76500
10-07-2017,38.81400
07-07-2017,38.56810
06-07-2017,38.52190
05-07-2017,38.49870
04-07-2017,38.46660
03-07-2017,38.47510
30-06-2017,38.65810
29-06-2017,38.65040
28-06-2017,38.64190
27-06-2017,38.77970
23-06-2017,38.79080
22-06-2017,38.79570
21-06-2017,38.83740
20-06-2017,38.80560
19-06-2017,38.76200
16-06-2017,38.71120
15-06-2017,38.72050
14-06-2017,38.73980
13-06-2017,38.71230
12-06-2017,38.62340
09-06-2017,38.64780
08-06-2017,38.60320
07-06-2017,38.40160
06-06-2017,38.13580
05-06-2017,38.10400
02-06-2017,38.10900
01-06-2017,38.10790
31-05-2017,37.98070
30-05-2017,37.95240
29-05-2017,37.93670
26-05-2017,37.95870
25-05-2017,37.90980
24-05-2017,37.86200
23-05-2017,37.87650
22-05-2017,37.87610
19-05-2017,37.74110
18-05-2017,37.75410
17-05-2017,37.72460
16-05-2017,37.71290
15-05-2017,37.77890
12-05-2017,37.57750
11-05-2017,37.52040
09-05-2017,37.51100
08-05-2017,37.49500
05-05-2017,37.45400
04-05-2017,37.41320
03-05-2017,37.41780
02-05-2017,37.37570
28-04-2017,37.40030
27-04-2017,37.39960
26-04-2017,37.40110
25-04-2017,37.42460
24-04-2017,37.36550
21-04-2017,37.35220
20-04-2017,37.39130
19-04-2017,37.38450
18-04-2017,37.33650
17-04-2017,37.32370
13-04-2017,37.29060
12-04-2017,37.24710
11-04-2017,37.21570
10-04-2017,37.12930
07-04-2017,37.10830
06-04-2017,37.18900
05-04-2017,37.38660
03-04-2017,37.42450
31-03-2017,37.40710
30-03-2017,37.43120
29-03-2017,37.40530
27-03-2017,37.40600
24-03-2017,37.14490
23-03-2017,37.08760
22-03-2017,37.03510
21-03-2017,36.83350
20-03-2017,36.79990
17-03-2017,36.82550
16-03-2017,36.81630
15-03-2017,36.81780
14-03-2017,36.66280
10-03-2017,36.64290
09-03-2017,36.70510
08-03-2017,36.70670
07-03-2017,36.72050
06-03-2017,36.67790
03-03-2017,36.82310
02-03-2017,36.69060
01-03-2017,36.57620
28-02-2017,36.68560
27-02-2017,36.64860
23-02-2017,36.57570
22-02-2017,36.52010
20-02-2017,36.57910
17-02-2017,36.64130
16-02-2017,36.64550
15-02-2017,36.60390
14-02-2017,36.57730
13-02-2017,36.63040
10-02-2017,36.65050
09-02-2017,36.53700
08-02-2017,36.73870
07-02-2017,37.31790
06-02-2017,37.34720
03-02-2017,37.35680
02-02-2017,37.36780
01-02-2017,37.31490
31-01-2017,37.31370
30-01-2017,37.29930
27-01-2017,37.30760
25-01-2017,37.24540
24-01-2017,37.18740
23-01-2017,37.14490
20-01-2017,37.09830
19-01-2017,37.07300
18-01-2017,37.12140
17-01-2017,37.17960
16-01-2017,37.12720
13-01-2017,37.15600
12-01-2017,37.23800
11-01-2017,37.19200
10-01-2017,37.17480
09-01-2017,37.17930
06-01-2017,37.16670
05-01-2017,37.17390
04-01-2017,37.20680
03-01-2017,37.03420
02-01-2017,37.01800
30-12-2016,36.54140
29-12-2016,36.51410
28-12-2016,36.37780
27-12-2016,36.35140
26-12-2016,36.36910
23-12-2016,36.43550
22-12-2016,36.48550
21-12-2016,36.56340
20-12-2016,36.53840
19-12-2016,36.50290
16-12-2016,36.48800
15-12-2016,36.46270
14-12-2016,36.70270
13-12-2016,36.70070
09-12-2016,36.65600
08-12-2016,36.71780
07-12-2016,36.73700
06-12-2016,37.16450
05-12-2016,37.14900
02-12-2016,37.10910
01-12-2016,37.16670
30-11-2016,37.11370
29-11-2016,36.92460
28-11-2016,36.93560
25-11-2016,37.13740
24-11-2016,37.24790
23-11-2016,36.91070
22-11-2016,36.70450
21-11-2016,36.62680
18-11-2016,36.16850
17-11-2016,36.19910
16-11-2016,36.13950
15-11-2016,35.92340
11-11-2016,35.38630
10-11-2016,35.54770
09-11-2016,35.46140
08-11-2016,35.14490
07-11-2016,35.06730
04-11-2016,35.04540
03-11-2016,35.10690
02-11-2016,35.11260
01-11-2016,35.10510
28-10-2016,35.14620
27-10-2016,35.13990
26-10-2016,35.18860
25-10-2016,35.16810
24-10-2016,35.20150
21-10-2016,35.18890
20-10-2016,35.17890
19-10-2016,35.21120
18-10-2016,35.22730
17-10-2016,35.15930
14-10-2016,35.13870
13-10-2016,35.22200
10-10-2016,35.26830
07-10-2016,35.18960
06-10-2016,35.27190
05-10-2016,35.33170
04-10-2016,35.19650
03-10-2016,35.15160
30-09-2016,34.99990
29-09-2016,34.90810
28-09-2016,35.10770
27-09-2016,35.04740
26-09-2016,35.00220
23-09-2016,34.86590
22-09-2016,34.81050
21-09-2016,34.63840
20-09-2016,34.57340
19-09-2016,34.61490
16-09-2016,34.60850
15-09-2016,34.58730
14-09-2016,34.56150
12-09-2016,34.56380
09-09-2016,34.62220
08-09-2016,34.64120
07-09-2016,34.63130
06-09-2016,34.52210
02-09-2016,34.45810
01-09-2016,34.46580
31-08-2016,34.48210
30-08-2016,34.47820
29-08-2016,34.44480
26-08-2016,34.39180
25-08-2016,34.38760
24-08-2016,34.34520
23-08-2016,34.28390
22-08-2016,34.27120
19-08-2016,34.40190
18-08-2016,34.29410
16-08-2016,34.37540
12-08-2016,34.36900
11-08-2016,34.39040
10-08-2016,34.32400
09-08-2016,34.22870
08-08-2016,34.07570
05-08-2016,34.05120
04-08-2016,34.02460
03-08-2016,33.95260
02-08-2016,34.01570
01-08-2016,34.09640
29-07-2016,33.98750
28-07-2016,33.92240
27-07-2016,33.67490
26-07-2016,33.66530
25-07-2016,33.64650
22-07-2016,33.60460
21-07-2016,33.58910
20-07-2016,33.52370
19-07-2016,33.46230
18-07-2016,33.38560
15-07-2016,33.39910
14-07-2016,33.35500
13-07-2016,33.33520
12-07-2016,33.20960
11-07-2016,33.07690
08-07-2016,33.02970
07-07-2016,32.99610
05-07-2016,32.95450
04-07-2016,32.88500
01-07-2016,32.86610
30-06-2016,32.80480
29-06-2016,32.81710
28-06-2016,32.72520
27-06-2016,32.66470
24-06-2016,32.55100
23-06-2016,32.51550
22-06-2016,32.50770
21-06-2016,32.43300
20-06-2016,32.41230
17-06-2016,32.38740
16-06-2016,32.36990
15-06-2016,32.34670
14-06-2016,32.33760
13-06-2016,32.31440
10-06-2016,32.36050
09-06-2016,32.36750
08-06-2016,32.35660
07-06-2016,32.36040
06-06-2016,32.37570
03-06-2016,32.32400
02-06-2016,32.31250
01-06-2016,32.29630
31-05-2016,32.32520
30-05-2016,32.33510
27-05-2016,32.30390
26-05-2016,32.30360
25-05-2016,32.31600
24-05-2016,32.30510
23-05-2016,32.30900
20-05-2016,32.26330
19-05-2016,32.26800
18-05-2016,32.24430
17-05-2016,32.29300
16-05-2016,32.29670
13-05-2016,32.28800
12-05-2016,32.32230
11-05-2016,32.30380
10-05-2016,32.30100
09-05-2016,32.29610
06-05-2016,32.24380
05-05-2016,32.22470
04-05-2016,32.22910
03-05-2016,32.20280
02-05-2016,32.24100
29-04-2016,32.23330
28-04-2016,32.18250
27-04-2016,32.14600
26-04-2016,32.12490
25-04-2016,32.10890
22-04-2016,32.13500
21-04-2016,32.07280
20-04-2016,32.14460
18-04-2016,32.16570
13-04-2016,32.08970
12-04-2016,32.15260
11-04-2016,32.12850
07-04-2016,32.02550
06-04-2016,31.94890
05-04-2016,31.91400
04-04-2016,31.95200
31-03-2016,31.87000
30-03-2016,31.79900
29-03-2016,31.76610
28-03-2016,31.78220
23-03-2016,31.70070
22-03-2016,31.68110
21-03-2016,31.66570
18-03-2016,31.61030
17-03-2016,31.63510
16-03-2016,31.58260
15-03-2016,31.55690
14-03-2016,31.55020
11-03-2016,31.46600
10-03-2016,31.47550
09-03-2016,31.45620
08-03-2016,31.43310
04-03-2016,31.46440
03-03-2016,31.45650
02-03-2016,31.48470
01-03-2016,31.49510
29-02-2016,31.47570
26-02-2016,31.08760
25-02-2016,30.98270
24-02-2016,31.05810
23-02-2016,31.08060
22-02-2016,31.20260
18-02-2016,31.25510
17-02-2016,31.21560
16-02-2016,31.26490
15-02-2016,31.34250
12-02-2016,31.36420
11-02-2016,31.37490
10-02-2016,31.36370
09-02-2016,31.35450
08-02-2016,31.35770
05-02-2016,31.35370
04-02-2016,31.31320
03-02-2016,31.28190
02-02-2016,31.30100
01-02-2016,31.43500
29-01-2016,31.43630
28-01-2016,31.43890
27-01-2016,31.50590
25-01-2016,31.49230
22-01-2016,31.55860
21-01-2016,31.62180
20-01-2016,31.45200
19-01-2016,31.40720
18-01-2016,31.36460
15-01-2016,31.38970
14-01-2016,31.49860
13-01-2016,31.56630
12-01-2016,31.60590
11-01-2016,31.62860
08-01-2016,31.64610
07-01-2016,31.63060
06-01-2016,31.59900
05-01-2016,31.60270
04-01-2016,31.57970
01-01-2016,31.58940
31-12-2015,31.54510
30-12-2015,31.53170
29-12-2015,31.52150
28-12-2015,31.55190
23-12-2015,31.54060
22-12-2015,31.52340
21-12-2015,31.47040
18-12-2015,31.54180
17-12-2015,31.59390
16-12-2015,31.58210
15-12-2015,31.47880
14-12-2015,31.43720
11-12-2015,31.56430
10-12-2015,31.50620
09-12-2015,31.52660
08-12-2015,31.51790
07-12-2015,31.56790
04-12-2015,31.54550
03-12-2015,31.66370
02-12-2015,31.59610
01-12-2015,31.61100
30-11-2015,31.54060
27-11-2015,31.55760
26-11-2015,31.63960
24-11-2015,31.66810
23-11-2015,31.62680
20-11-2015,31.66470
19-11-2015,31.72970
18-11-2015,31.73130
17-11-2015,31.75710
16-11-2015,31.76480
13-11-2015,31.75700
10-11-2015,31.67120
09-11-2015,31.61520
06-11-2015,31.72530
05-11-2015,31.71590
04-11-2015,31.75560
03-11-2015,31.79740
02-11-2015,31.80490
30-10-2015,31.74800
29-10-2015,31.76160
28-10-2015,31.82160
27-10-2015,31.81650
26-10-2015,31.79020
23-10-2015,31.84550
21-10-2015,31.84110
20-10-2015,31.84690
19-10-2015,31.81020
16-10-2015,31.80960
15-10-2015,31.81030
14-10-2015,31.80580
13-10-2015,31.79050
12-10-2015,31.76500
09-10-2015,31.84660
08-10-2015,31.81260
07-10-2015,31.76600
06-10-2015,31.79130
05-10-2015,31.81930
01-10-2015,31.69330
30-09-2015,31.73920
29-09-2015,31.54480
28-09-2015,31.31520
24-09-2015,31.29950
23-09-2015,31.31260
22-09-2015,31.30250
21-09-2015,31.30030
18-09-2015,31.31360
16-09-2015,31.15990
15-09-2015,31.12120
14-09-2015,31.11880
11-09-2015,31.05840
10-09-2015,31.04690
09-09-2015,31.08470
08-09-2015,31.05980
07-09-2015,30.99780
04-09-2015,31.02860
03-09-2015,31.07200
02-09-2015,31.07000
01-09-2015,31.04920
31-08-2015,30.97170
28-08-2015,30.96750
27-08-2015,30.98950
26-08-2015,30.93520
25-08-2015,30.83170
24-08-2015,30.72070
21-08-2015,30.92930
20-08-2015,31.00200
19-08-2015,31.00200
17-08-2015,30.97320
14-08-2015,30.95790
13-08-2015,30.90020
12-08-2015,30.79190
11-08-2015,30.77780
10-08-2015,30.78290
07-08-2015,30.72680
06-08-2015,30.72390
05-08-2015,30.67000
04-08-2015,30.66760
03-08-2015,30.72010
31-07-2015,30.70080
30-07-2015,30.65350
29-07-2015,30.67420
28-07-2015,30.66630
27-07-2015,30.53900
24-07-2015,30.49870
23-07-2015,30.51510
22-07-2015,30.46490
21-07-2015,30.46490
20-07-2015,30.48450
17-07-2015,30.44810
16-07-2015,30.42570
15-07-2015,30.43150
14-07-2015,30.43400
13-07-2015,30.39260
10-07-2015,30.55420
09-07-2015,30.57850
08-07-2015,30.58760
07-07-2015,30.55830
06-07-2015,30.57270
03-07-2015,30.42440
02-07-2015,30.37810
01-07-2015,30.32950
30-06-2015,30.25980
29-06-2015,30.17460
26-06-2015,30.25290
25-06-2015,30.23800
24-06-2015,30.31420
23-06-2015,30.41430
22-06-2015,30.43070
19-06-2015,30.46200
18-06-2015,30.29520
17-06-2015,30.07870
16-06-2015,29.96260
15-06-2015,30.02400
12-06-2015,29.96310
11-06-2015,30.02220
10-06-2015,30.12730
09-06-2015,30.22250
08-06-2015,30.15510
05-06-2015,30.18550
04-06-2015,30.16000
03-06-2015,30.30090
02-06-2015,30.36980
01-06-2015,30.58590
29-05-2015,30.58290
28-05-2015,30.51890
27-05-2015,30.47780
26-05-2015,30.44750
25-05-2015,30.49180
22-05-2015,30.48360
21-05-2015,30.47080
20-05-2015,30.49270
19-05-2015,30.46790
18-05-2015,30.36170
15-05-2015,30.28270
14-05-2015,30.32230
13-05-2015,30.30000
12-05-2015,30.31290
11-05-2015,30.40310
08-05-2015,30.26550
07-05-2015,30.28570
06-05-2015,30.46520
05-05-2015,30.56200
30-04-2015,30.50780
29-04-2015,30.55340
28-04-2015,30.64120
27-04-2015,30.61770
24-04-2015,30.59290
23-04-2015,30.64930
22-04-2015,30.65420
21-04-2015,30.60410
20-04-2015,30.57140
17-04-2015,30.54800
16-04-2015,30.53610
15-04-2015,30.55270
13-04-2015,30.52600
10-04-2015,30.51810
09-04-2015,30.55000
08-04-2015,30.53720
07-04-2015,30.52630
06-04-2015,30.66330
31-03-2015,30.57060
30-03-2015,30.47960
27-03-2015,30.38680
26-03-2015,30.36770
25-03-2015,30.42210
24-03-2015,30.49620
23-03-2015,30.52290
20-03-2015,30.52480
19-03-2015,30.53920
18-03-2015,30.46990
17-03-2015,30.51900
16-03-2015,30.46420
13-03-2015,30.47980
12-03-2015,30.56060
11-03-2015,30.50500
10-03-2015,30.50200
09-03-2015,30.57980
05-03-2015,30.64520
04-03-2015,30.73600
03-03-2015,30.64920
02-03-2015,30.70760
27-02-2015,30.73180
26-02-2015,30.67090
25-02-2015,30.70360
24-02-2015,30.69550
23-02-2015,30.72170
20-02-2015,30.71470
18-02-2015,30.68750
16-02-2015,30.67860
13-02-2015,30.71520
12-02-2015,30.59530
11-02-2015,30.63240
10-02-2015,30.66790
09-02-2015,30.65640
06-02-2015,30.67620
05-02-2015,30.66160
04-02-2015,30.61620
03-02-2015,30.64460
02-02-2015,30.74400
30-01-2015,30.57820
29-01-2015,30.51970
28-01-2015,30.51590
27-01-2015,30.46870
23-01-2015,30.43500
22-01-2015,30.39100
21-01-2015,30.38960
20-01-2015,30.24750
19-01-2015,30.18670
16-01-2015,30.22880
15-01-2015,30.13910
14-01-2015,29.84730
13-01-2015,29.84510
12-01-2015,29.73150
09-01-2015,29.60580
08-01-2015,29.60410
07-01-2015,29.58400
06-01-2015,29.47250
05-01-2015,29.48750
02-01-2015,29.53400
01-01-2015,29.62110
31-12-2014,29.65570
30-12-2014,29.63230
29-12-2014,29.48800
26-12-2014,29.35520
24-12-2014,29.43110
23-12-2014,29.46510
22-12-2014,29.41870
19-12-2014,29.44980
18-12-2014,29.55940
17-12-2014,29.46660
16-12-2014,29.45040
15-12-2014,29.82790
12-12-2014,29.83310
11-12-2014,29.72820
10-12-2014,29.54440
09-12-2014,29.52820
08-12-2014,29.40270
05-12-2014,29.33160
04-12-2014,29.23390
03-12-2014,29.22590
02-12-2014,29.21960
01-12-2014,28.96550
28-11-2014,28.82360
27-11-2014,28.64990
26-11-2014,28.63740
25-11-2014,28.61180
24-11-2014,28.59200
21-11-2014,28.56230
20-11-2014,28.55150
19-11-2014,28.55030
18-11-2014,28.54780
17-11-2014,28.49340
14-11-2014,28.41030
13-11-2014,28.46240
12-11-2014,28.53390
11-11-2014,28.48440
10-11-2014,28.50120
07-11-2014,28.42600
05-11-2014,28.44570
03-11-2014,28.24750
31-10-2014,28.16470
30-10-2014,28.01420
29-10-2014,27.90000
28-10-2014,27.88580
27-10-2014,27.82560
22-10-2014,27.68080
21-10-2014,27.63680
20-10-2014,27.58550
17-10-2014,27.48880
16-10-2014,27.49260
14-10-2014,27.40130
